study_hours,assignments_pending,exam_pressure,academic_performance,sleep_hours,exercise_days_per_week,social_interactions_per_week,screen_time_hours,anxiety_level,financial_stress,family_support,peer_pressure,extracurricular_activities,relationship_issues,stress_score,stress_level
2.8,13,3,9,7.4,3,14,12.0,9,6,10,6,2,1,88.7,3
5.8,14,6,7,5.1,1,13,13.5,3,6,6,5,2,0,98.0,3
8.5,5,1,7,5.6,4,13,13.5,10,4,7,3,2,0,76.9,3
11.5,10,4,1,7.7,4,5,6.7,2,1,9,7,0,1,73.4,2
5.8,2,6,6,3.5,4,13,9.4,1,3,6,8,0,2,73.8,2
9.5,7,7,7,4.8,2,16,8.8,2,10,5,3,0,1,100.0,3
12.6,2,10,6,8.0,6,17,5.6,3,4,2,5,1,2,93.9,3
9.4,13,3,6,6.4,7,19,6.8,7,4,2,2,0,1,85.1,3
4.8,11,9,2,5.8,6,18,1.8,2,4,8,10,2,1,90.1,3
2.3,12,7,6,4.1,4,16,11.3,5,5,1,10,0,2,100.0,3
12.4,12,1,4,6.1,1,15,4.1,2,9,8,4,0,0,70.5,2
2.3,1,2,9,8.4,2,7,7.0,7,4,10,4,0,1,38.5,1
12.5,12,1,1,4.8,6,6,7.2,10,9,7,8,0,1,100.0,3
8.3,12,9,8,3.0,4,19,8.3,8,9,7,3,2,1,100.0,3
13.3,2,9,5,7.7,2,11,11.6,8,1,5,5,0,0,100.0,3
11.6,10,7,1,9.8,7,8,10.0,8,5,3,5,2,1,100.0,3
14.0,5,10,4,7.2,1,13,9.6,10,9,7,2,0,0,100.0,3
6.2,1,3,1,3.8,4,19,7.8,9,4,7,9,1,1,84.2,3
11.2,7,5,6,5.2,7,0,2.2,1,5,7,4,1,2,63.9,2
6.8,0,4,2,9.1,0,9,6.2,1,4,2,9,2,1,59.2,2
7.8,6,7,5,4.6,7,16,13.4,10,2,3,9,2,1,100.0,3
9.5,1,9,7,7.3,5,16,13.9,2,10,3,2,1,0,83.9,3
12.5,9,2,2,5.8,1,16,10.5,6,2,4,9,1,0,100.0,3
13.8,11,8,6,4.5,7,3,4.0,1,2,9,9,0,0,94.4,3
11.2,5,9,6,8.7,7,16,2.3,5,1,10,2,1,2,55.3,2
7.0,11,10,5,8.2,3,17,6.4,5,3,1,6,2,2,100.0,3
7.1,1,10,5,7.6,3,19,12.1,4,10,7,9,2,0,100.0,3
10.9,1,9,3,4.7,7,1,10.4,5,1,7,4,1,2,100.0,3
4.9,9,10,10,3.7,7,7,12.5,1,4,4,2,2,0,100.0,3
3.3,12,7,10,7.0,1,12,9.0,6,1,1,7,0,2,100.0,3
6.3,7,9,2,6.9,3,19,2.7,7,4,3,9,0,0,100.0,3
5.4,14,9,7,4.3,6,14,2.5,8,3,5,6,1,0,100.0,3
5.6,14,3,1,3.4,1,19,1.6,2,9,2,4,2,2,100.0,3
4.8,11,4,6,3.6,0,8,8.4,7,1,7,1,1,1,73.5,2
2.5,1,2,6,9.9,1,2,4.2,6,8,10,4,2,0,44.8,1
2.2,6,10,3,8.5,4,2,10.5,9,9,10,3,2,0,100.0,3
13.9,2,3,2,9.5,4,1,9.9,8,7,7,7,2,1,100.0,3
7.1,7,5,2,4.4,2,0,5.1,4,1,10,10,0,0,80.1,3
6.6,6,5,9,9.7,3,13,3.3,9,4,5,5,2,0,66.6,2
10.2,13,6,5,4.0,7,16,2.3,1,10,10,3,0,2,92.7,3
4.6,7,7,7,6.6,5,12,10.6,6,1,6,2,2,1,61.7,2
13.4,13,7,5,8.8,3,18,6.9,8,4,1,2,1,0,100.0,3
11.4,6,1,7,5.4,6,14,5.2,4,3,4,5,0,0,50.8,1
3.1,10,2,4,6.0,1,13,12.1,2,2,4,8,0,1,69.9,2
7.0,5,9,8,3.9,5,1,8.7,2,1,8,8,0,1,82.5,3
12.5,12,10,10,3.9,5,6,7.7,10,6,2,5,1,2,100.0,3
13.3,6,2,10,7.3,7,16,10.7,1,7,1,2,0,2,77.3,3
7.6,4,6,7,7.7,7,17,11.6,5,6,7,4,1,2,63.1,2
9.4,6,1,10,8.4,3,5,9.9,6,9,6,7,2,0,75.6,3
4.0,0,3,5,6.9,5,7,6.7,4,9,5,6,2,1,53.1,1
13.9,0,2,6,7.5,5,1,5.9,4,2,8,10,1,2,53.8,1
4.8,8,3,5,3.1,4,0,11.0,5,2,2,7,0,1,100.0,3
13.3,13,5,7,4.1,0,15,7.7,5,9,2,5,0,0,100.0,3
9.8,4,10,2,9.9,7,6,10.2,9,1,9,2,1,0,92.3,3
9.3,12,6,5,3.5,1,10,12.6,8,5,1,8,2,1,100.0,3
8.2,4,9,10,7.8,3,14,12.9,9,1,6,2,1,1,80.1,3
4.8,2,10,3,4.2,7,12,4.6,3,7,3,8,0,2,100.0,3
4.1,4,4,9,8.0,4,1,3.4,3,9,5,7,0,1,66.6,2
4.6,2,7,6,7.9,6,13,4.4,1,6,8,3,0,2,40.3,1
4.2,8,6,10,4.6,7,5,10.8,10,2,7,4,0,1,94.9,3
11.4,8,2,3,4.9,6,8,5.8,6,6,4,7,2,1,89.6,3
6.2,5,10,7,7.6,2,6,3.3,4,9,8,4,2,1,75.3,3
2.7,14,8,4,5.7,5,17,2.3,8,3,10,9,2,0,98.5,3
13.6,0,7,3,4.4,5,8,5.3,2,9,2,7,0,0,100.0,3
12.6,6,7,8,8.1,3,3,2.8,2,8,7,1,0,0,76.2,3
13.1,6,8,4,4.1,0,8,3.0,7,7,5,1,0,2,100.0,3
13.9,13,1,1,9.0,0,3,9.9,5,8,6,4,1,2,100.0,3
4.1,9,1,6,6.6,3,11,1.3,1,10,3,9,0,0,66.1,2
6.8,9,8,10,3.7,3,3,2.5,7,6,10,4,2,0,92.9,3
11.1,3,4,1,7.9,4,19,12.0,7,3,7,5,2,1,77.6,3
10.4,7,5,5,6.6,6,13,12.0,10,7,7,1,2,1,90.7,3
3.8,5,8,7,5.1,3,6,5.3,6,4,2,2,1,2,94.9,3
11.8,3,5,6,6.0,6,12,2.1,4,10,1,4,2,2,87.3,3
4.7,3,10,2,5.1,7,7,10.2,8,5,10,4,1,1,93.0,3
4.7,1,4,4,4.8,7,4,5.7,2,8,2,10,1,2,78.8,3
8.4,13,6,2,4.1,2,11,1.6,2,7,8,6,1,0,91.6,3
9.1,1,5,1,5.5,6,12,3.1,2,7,10,6,0,1,37.9,1
9.0,11,7,3,4.8,4,19,2.8,3,8,3,8,0,1,100.0,3
3.1,13,10,3,7.8,7,13,8.7,6,10,4,9,2,2,100.0,3
12.5,3,7,7,7.8,5,17,12.7,1,3,8,1,2,1,47.4,1
5.2,4,4,1,6.5,5,19,11.3,2,3,3,1,1,1,53.1,1
3.6,7,5,9,8.4,7,3,8.1,10,2,6,6,0,0,83.7,3
12.7,14,3,6,8.9,7,17,6.5,2,1,2,4,2,1,71.6,2
13.5,5,4,4,7.1,7,6,9.0,1,10,3,4,2,1,76.5,3
12.3,13,4,3,7.3,6,14,6.8,3,6,1,1,0,1,96.2,3
11.7,14,3,3,5.0,5,5,4.2,10,6,9,9,1,1,100.0,3
9.9,3,10,2,9.3,5,15,9.8,7,10,4,3,2,0,100.0,3
8.6,12,5,2,3.2,1,19,12.4,1,8,6,5,2,1,100.0,3
3.0,10,5,10,5.4,7,7,5.8,7,6,7,10,0,0,87.7,3
6.9,6,7,5,8.1,2,15,11.9,5,6,2,1,0,0,96.9,3
6.5,7,4,9,3.6,7,15,6.6,9,1,8,8,1,0,79.7,3
5.1,1,4,2,4.3,4,2,6.2,2,7,9,3,1,2,58.5,2
10.7,11,9,2,7.1,4,16,1.4,1,7,10,1,2,2,80.2,3
8.0,6,6,6,6.9,5,8,10.0,9,10,2,10,1,1,100.0,3
3.0,14,4,10,8.2,7,2,11.5,8,9,5,6,2,0,100.0,3
4.6,13,2,2,8.7,0,19,9.6,10,7,2,1,2,2,100.0,3
10.2,1,6,4,3.9,4,6,3.0,6,8,5,3,0,1,93.6,3
2.9,1,2,6,3.1,7,17,2.3,5,4,7,5,2,2,44.0,1
12.2,7,5,5,7.8,2,11,8.4,8,9,6,4,0,0,100.0,3
7.9,1,6,1,5.1,3,18,6.2,8,1,4,7,2,1,79.7,3
7.8,14,4,6,7.4,7,15,6.6,5,8,2,6,2,0,91.6,3
9.1,10,3,1,4.1,2,16,13.6,7,3,7,3,2,0,100.0,3
11.9,8,7,3,6.3,5,19,10.4,1,1,10,8,1,2,83.5,3
6.2,11,2,10,6.5,5,14,6.4,4,2,9,8,1,1,40.4,1
10.1,0,6,5,7.1,1,0,1.2,2,6,1,2,0,1,71.4,2
8.8,14,4,10,6.6,6,1,1.4,10,5,3,7,2,1,100.0,3
5.2,8,6,5,6.5,4,7,9.9,3,3,7,1,0,2,60.7,2
12.5,14,4,10,5.3,6,1,11.9,1,9,9,2,0,1,91.6,3
11.6,0,4,6,3.5,7,18,10.2,2,8,5,8,2,2,86.3,3
9.9,9,4,10,3.6,6,8,6.3,1,3,7,1,1,1,36.6,1
12.2,12,9,8,6.0,4,8,1.4,8,2,10,2,1,2,95.3,3
12.4,9,7,5,5.5,4,12,13.6,4,8,7,1,0,1,100.0,3
10.5,1,3,1,6.6,7,5,13.8,3,5,4,5,1,2,83.7,3
12.0,5,3,5,5.1,5,14,8.1,1,9,5,7,2,0,77.8,3
10.4,5,6,3,7.8,4,18,1.9,2,1,2,6,2,0,57.1,2
10.2,0,6,4,9.0,0,14,8.0,3,10,8,6,1,0,80.8,3
9.4,6,4,8,5.1,0,17,12.6,3,3,1,6,1,1,88.0,3
11.0,7,9,7,4.4,3,6,9.8,6,5,2,8,0,2,100.0,3
3.9,1,4,5,3.8,4,10,10.4,10,2,3,5,1,0,84.9,3
12.6,7,9,2,7.3,1,7,2.1,8,3,7,10,0,1,100.0,3
12.5,8,4,6,6.1,3,5,2.4,6,4,6,7,2,2,86.7,3
2.4,5,2,6,4.3,5,7,2.7,2,4,7,3,2,0,16.0,0
11.9,4,2,10,7.6,4,1,12.8,2,9,5,9,2,0,82.3,3
3.5,11,5,10,4.0,0,18,7.8,7,1,4,10,1,1,100.0,3
6.0,8,4,6,6.9,1,15,11.3,1,9,7,3,1,2,68.7,2
10.9,12,7,9,6.7,7,6,2.5,1,9,3,6,1,1,87.6,3
3.9,11,5,8,8.1,3,9,13.1,7,6,10,3,0,0,76.6,3
11.8,10,6,8,3.4,1,11,11.7,9,1,7,1,0,1,100.0,3
12.0,8,10,1,9.2,4,16,3.9,5,6,2,1,0,1,100.0,3
8.1,0,4,5,7.9,2,6,12.4,1,8,8,3,2,0,39.8,1
2.1,10,2,7,4.5,1,7,4.4,5,5,6,4,0,0,74.9,2
5.4,2,10,6,4.3,1,6,3.7,1,5,3,2,1,2,72.9,2
9.4,8,9,5,6.0,5,3,4.4,10,1,3,9,1,2,100.0,3
13.8,10,10,8,8.7,0,2,12.8,9,1,5,8,2,0,100.0,3
9.6,1,7,3,8.9,7,18,12.9,4,8,3,3,1,0,82.5,3
5.1,11,4,6,6.6,4,14,5.3,9,5,6,7,1,2,99.0,3
9.6,3,3,5,9.0,1,3,10.2,2,8,2,4,1,1,77.5,3
8.5,3,10,8,3.0,4,8,9.8,7,10,8,5,0,0,100.0,3
11.4,1,3,4,3.2,0,12,11.5,2,2,9,4,0,0,58.7,2
3.3,14,9,8,9.4,5,17,4.9,4,4,7,9,1,1,84.7,3
11.1,2,5,10,8.4,4,15,7.6,6,10,3,7,1,2,92.7,3
8.5,12,3,2,6.2,6,0,9.7,2,9,10,4,1,2,88.8,3
13.6,2,5,9,8.3,0,3,1.3,2,3,4,8,1,1,56.9,2
6.1,0,2,9,9.7,0,17,5.9,2,6,10,2,0,0,0.0,0
9.6,5,4,10,8.4,7,7,10.0,3,7,2,7,2,1,67.4,2
13.2,7,10,10,8.9,3,19,4.3,5,3,9,1,1,0,73.1,2
3.2,11,2,6,8.3,5,15,13.5,9,1,5,8,0,2,98.3,3
13.2,2,2,4,4.2,5,10,1.4,6,2,2,6,1,0,61.0,2
10.3,4,8,4,8.8,7,19,13.5,9,10,10,5,2,0,100.0,3
2.8,0,1,6,4.4,6,18,3.8,10,7,6,9,0,0,72.1,2
5.6,9,7,5,9.2,4,18,1.6,5,7,7,9,0,0,97.4,3
10.5,6,5,6,6.2,2,17,4.8,6,1,2,3,2,0,66.3,2
2.8,9,8,7,7.7,6,18,11.2,10,10,1,9,2,2,100.0,3
9.0,12,1,7,6.5,3,10,10.8,8,7,7,9,0,1,100.0,3
6.2,0,7,9,3.7,5,2,3.7,3,10,1,2,2,2,87.9,3
9.5,11,5,8,5.0,0,7,3.6,2,6,3,5,1,0,87.0,3
2.5,10,4,6,9.9,5,19,9.4,3,6,4,2,2,1,55.7,2
12.5,8,7,6,9.7,6,18,7.0,9,7,2,1,2,0,100.0,3
13.7,7,10,5,5.2,2,9,11.3,6,7,7,7,0,2,100.0,3
13.6,6,2,1,10.0,1,15,1.3,10,1,5,4,2,2,94.4,3
11.0,9,1,9,8.9,1,4,8.9,4,10,1,5,0,0,89.2,3
3.6,14,1,9,7.3,7,19,10.5,10,5,8,4,1,0,66.5,2
11.1,6,1,9,3.3,5,8,13.9,3,8,10,6,2,1,76.5,3
2.3,4,5,8,9.3,5,7,9.8,2,8,7,2,2,1,51.8,1
2.3,4,10,10,6.9,3,10,4.0,4,3,4,8,0,0,81.7,3
5.9,10,7,3,9.1,5,15,2.4,9,3,2,4,0,1,100.0,3
7.9,12,2,1,8.8,2,6,9.3,4,7,7,8,2,0,92.5,3
11.2,4,10,8,8.8,5,14,7.8,5,4,2,3,0,0,98.4,3
10.2,0,8,7,7.9,4,19,12.7,8,6,6,5,2,0,100.0,3
7.4,7,4,5,5.0,6,16,10.4,2,9,1,3,1,2,84.3,3
5.3,11,3,10,5.4,7,5,7.6,3,10,7,7,2,0,70.1,2
14.0,10,10,7,5.2,2,14,6.2,6,2,7,3,1,0,100.0,3
7.1,0,8,10,3.1,3,7,6.3,7,2,4,8,1,0,85.4,3
7.4,3,2,4,7.1,4,6,3.9,4,6,4,9,0,1,56.2,2
4.0,14,3,9,7.9,4,1,1.2,1,3,10,2,0,0,29.7,0
11.5,8,3,10,9.0,6,12,8.5,7,1,5,3,0,2,75.5,3
10.3,13,10,2,4.0,1,5,3.8,9,2,2,7,0,2,100.0,3
4.6,8,1,9,6.8,2,4,3.7,1,7,9,5,2,0,32.1,1
3.0,4,6,9,3.1,6,19,2.6,1,4,10,10,1,0,48.6,1
10.2,3,2,5,3.7,4,0,3.5,1,2,4,7,2,0,59.5,2
9.9,2,1,1,3.4,3,17,1.4,10,8,9,2,1,2,92.9,3
5.3,2,2,7,8.1,6,14,9.8,7,4,3,4,1,1,49.9,1
13.4,11,6,10,3.6,1,9,6.2,9,4,9,1,1,1,100.0,3
3.8,4,4,10,8.0,4,2,8.3,3,2,1,5,2,0,51.1,1
7.2,9,6,4,4.7,6,4,9.3,8,1,7,8,0,1,100.0,3
13.3,0,9,9,9.1,2,12,13.6,9,1,4,1,2,2,100.0,3
7.0,4,10,6,8.7,1,7,1.9,3,3,7,7,1,0,67.3,2
9.7,5,10,3,9.7,2,1,6.4,3,6,10,7,2,1,100.0,3
6.8,6,8,6,9.2,2,8,4.2,1,7,6,7,1,0,72.6,2
5.3,11,1,10,9.5,2,16,7.2,2,9,4,1,0,0,40.9,1
13.8,8,8,6,9.0,6,17,13.0,7,5,4,3,0,2,100.0,3
6.9,2,9,5,7.9,1,12,10.4,3,9,8,2,2,2,91.9,3
12.7,14,6,2,4.2,6,0,9.6,7,8,7,5,0,1,100.0,3
4.8,1,10,10,4.9,6,11,6.7,5,1,4,2,1,2,67.2,2
4.6,13,5,10,4.5,6,19,9.7,10,3,6,5,1,0,99.8,3
2.4,2,6,2,7.2,4,19,1.4,8,8,6,5,0,2,94.7,3
9.8,11,6,7,6.5,5,4,8.6,5,9,1,4,0,1,100.0,3
6.4,8,9,2,9.1,0,7,8.2,3,4,2,7,0,1,100.0,3
12.4,11,4,6,9.7,4,14,5.5,9,6,4,10,2,1,100.0,3
7.7,6,2,5,5.8,1,2,3.6,7,4,6,6,2,2,88.6,3
13.6,8,9,4,6.5,0,5,11.5,5,9,6,2,1,2,100.0,3
4.2,12,2,7,9.8,0,12,1.7,7,2,1,4,2,2,81.3,3
12.4,1,10,8,4.9,0,11,1.9,10,6,8,7,2,2,100.0,3
11.3,4,9,4,8.5,5,18,6.7,9,3,2,9,1,2,100.0,3
11.3,12,2,1,4.6,6,17,4.3,5,10,5,9,1,1,100.0,3
12.1,3,8,1,7.8,7,0,10.7,7,4,4,3,0,1,100.0,3
11.1,14,9,1,4.8,3,6,9.2,9,2,5,1,0,2,100.0,3
9.5,1,10,1,9.2,1,11,11.0,1,8,5,9,2,0,100.0,3
3.6,8,9,5,6.9,7,9,5.2,4,10,10,8,1,1,86.8,3
2.4,8,10,4,4.3,5,11,10.6,1,8,8,7,2,0,100.0,3
13.1,5,9,9,4.6,5,10,12.2,8,1,10,6,2,0,97.5,3
9.4,10,2,3,6.5,3,3,5.5,3,10,7,10,1,1,87.8,3
11.6,5,4,7,9.7,0,18,5.4,2,6,9,7,1,0,52.1,1
7.8,7,7,8,8.4,6,5,12.7,4,1,1,9,1,0,87.2,3
3.4,5,2,6,6.4,3,8,1.6,3,6,6,6,1,1,30.7,1
3.5,0,1,10,5.4,7,19,5.6,5,7,6,10,2,1,30.6,1
10.2,3,3,1,6.8,7,9,2.5,8,2,2,3,2,2,73.6,2
7.2,12,4,8,8.2,3,4,1.4,10,9,8,3,2,1,95.8,3
4.4,6,8,10,8.5,5,12,2.5,8,8,6,4,1,0,81.1,3
7.9,12,6,3,5.3,1,8,6.6,7,9,10,10,0,1,100.0,3
2.8,12,2,8,8.0,2,1,9.9,8,10,9,10,2,2,100.0,3
9.0,1,9,4,7.6,6,17,4.8,5,4,10,8,0,1,59.8,2
5.2,8,2,8,9.7,7,0,12.0,10,4,5,10,0,0,100.0,3
11.6,7,5,1,9.5,7,11,6.7,10,8,7,9,0,1,100.0,3
5.7,7,4,3,8.5,3,9,13.6,6,1,6,8,1,0,78.5,3
7.5,6,7,6,8.1,6,1,13.4,8,8,5,10,1,1,100.0,3
2.1,3,8,9,4.9,3,8,11.1,1,7,6,2,2,2,79.2,3
2.9,1,5,2,8.9,0,1,13.1,6,7,4,4,2,2,100.0,3
6.7,2,10,1,6.0,6,13,10.2,6,9,3,4,1,1,100.0,3
7.8,11,5,10,4.9,0,10,12.6,5,10,1,2,1,0,100.0,3
9.2,5,2,3,5.7,7,10,4.1,4,7,1,8,0,2,88.1,3
5.5,11,8,4,8.9,5,16,5.5,1,2,6,3,1,0,53.3,1
10.3,11,2,5,4.0,0,3,10.8,10,1,9,2,1,1,99.5,3
12.3,4,10,3,6.2,6,12,6.5,8,1,8,7,1,2,100.0,3
11.4,11,6,10,6.4,4,6,11.9,6,7,2,1,1,2,100.0,3
2.5,7,8,2,3.3,6,15,12.4,3,5,9,6,0,0,92.8,3
7.8,5,6,2,4.4,3,0,4.9,3,4,8,3,2,2,91.9,3
3.3,5,4,7,8.8,0,12,11.7,6,5,9,3,0,0,69.0,2
4.9,0,4,9,8.8,1,0,3.0,7,10,4,5,1,0,70.0,2
13.8,3,6,10,5.0,4,10,5.3,8,10,9,3,1,1,89.6,3
3.7,4,4,2,9.1,5,5,7.7,5,6,2,4,2,0,67.7,2
8.0,11,8,7,8.4,2,19,3.9,10,10,1,3,2,2,100.0,3
9.4,10,9,7,5.9,3,2,8.5,6,6,9,7,2,0,100.0,3
10.4,2,1,7,8.2,3,11,8.5,1,1,10,3,0,2,17.0,0
8.7,12,4,3,9.7,1,4,3.7,6,2,8,10,2,0,87.5,3
2.1,8,4,7,6.2,2,8,11.3,9,3,7,4,1,1,71.9,2
5.9,0,2,1,4.7,7,11,9.2,10,4,8,2,1,1,56.2,2
8.2,5,6,10,9.6,2,9,5.1,4,6,1,2,1,0,56.8,2
3.1,5,3,1,7.2,5,18,4.0,10,9,9,9,0,0,92.5,3
6.2,9,7,5,3.7,5,4,12.4,1,2,10,1,2,0,60.2,2
2.4,4,5,2,7.0,4,4,11.9,9,8,9,1,2,1,77.7,3
2.9,11,4,9,6.5,7,8,4.0,4,9,9,10,2,0,63.9,2
6.8,14,5,7,9.0,3,19,1.5,2,2,6,1,2,0,36.5,1
3.6,4,8,4,6.7,0,16,11.5,1,9,4,3,1,2,99.0,3
8.8,9,3,4,4.8,5,9,9.0,3,7,2,2,0,1,78.8,3
10.3,13,7,2,7.7,1,0,2.3,7,9,4,3,2,1,100.0,3
11.6,12,6,5,6.8,1,15,8.6,10,6,7,5,1,0,100.0,3
4.4,4,1,4,4.6,1,14,6.9,2,2,1,9,1,0,60.6,2
4.0,5,7,1,7.0,6,16,11.1,9,8,9,2,0,2,100.0,3
3.3,7,7,8,8.8,7,19,3.7,2,10,3,1,2,0,56.6,2
9.6,1,1,3,3.2,7,12,6.9,5,9,4,6,0,1,76.4,3
10.5,5,9,6,7.4,5,0,3.0,8,8,5,3,2,2,100.0,3
2.4,0,6,4,5.4,5,7,13.4,10,2,3,7,0,1,100.0,3
13.2,3,2,9,5.0,1,4,11.1,8,8,4,6,2,0,100.0,3
2.6,13,5,7,5.7,7,5,10.6,3,3,5,7,2,2,90.4,3
8.5,9,4,9,5.4,7,19,10.0,2,3,1,5,0,1,70.5,2
10.5,2,7,10,8.8,5,13,6.5,9,9,9,1,2,1,71.8,2
12.5,8,8,3,4.9,6,10,13.0,3,9,10,3,0,1,100.0,3
10.6,2,1,1,8.1,0,5,1.9,8,9,10,3,0,0,80.4,3
11.6,14,5,5,3.7,0,10,11.4,2,4,4,7,2,0,100.0,3
6.1,5,3,3,9.7,4,12,3.8,3,7,9,3,2,0,29.7,0
11.8,0,1,6,7.4,7,11,5.2,1,8,4,5,0,0,33.6,1
3.0,11,3,8,7.9,3,1,7.8,6,5,1,4,1,1,90.6,3
12.7,5,6,4,5.1,0,2,11.2,7,1,5,4,0,2,100.0,3
8.6,3,7,5,5.9,4,3,11.9,4,9,9,7,1,0,94.3,3
11.8,7,8,5,4.6,2,16,8.6,1,6,3,1,1,2,100.0,3
7.4,12,4,4,9.5,3,5,6.2,3,3,5,7,0,1,78.7,3
9.7,10,3,4,6.4,7,6,13.3,9,3,3,8,0,0,100.0,3
8.3,8,5,4,7.4,0,14,4.2,5,10,3,3,0,1,96.0,3
10.8,3,9,4,8.1,6,10,11.4,6,1,1,3,1,0,96.8,3
3.0,9,6,4,5.6,2,2,9.0,4,8,2,4,0,0,100.0,3
2.7,11,9,5,8.0,4,5,5.9,1,2,2,6,0,2,97.0,3
5.0,9,6,2,7.7,0,1,1.0,5,1,9,7,2,1,85.9,3
3.9,5,2,2,7.9,7,13,6.8,5,7,7,1,2,1,44.3,1
12.5,0,5,9,6.4,0,8,4.6,5,9,8,4,2,1,66.8,2
4.6,3,9,2,5.7,5,17,2.4,6,6,2,7,0,2,100.0,3
13.7,6,8,6,4.6,2,18,2.0,2,8,9,2,0,2,92.6,3
6.0,11,7,2,8.8,0,11,5.5,1,8,3,1,0,1,95.2,3
4.2,14,1,5,7.3,1,12,9.0,2,9,10,1,1,1,53.8,1
11.5,0,4,4,6.1,6,11,11.9,10,7,2,10,1,0,100.0,3
9.9,7,7,7,9.6,5,11,3.4,6,9,1,6,2,0,100.0,3
8.0,11,7,7,3.3,5,17,6.5,5,9,9,5,1,2,100.0,3
8.7,9,6,6,9.0,0,8,6.1,5,1,8,1,1,0,53.8,1
10.6,11,8,10,10.0,6,16,7.7,6,6,4,10,1,1,100.0,3
4.7,10,6,5,9.2,5,15,11.5,10,8,7,3,2,1,100.0,3
14.0,5,10,1,8.7,3,16,8.2,7,10,3,7,2,0,100.0,3
13.7,4,3,3,5.6,2,7,12.0,9,9,3,9,1,0,100.0,3
9.8,9,4,9,4.6,3,10,7.7,7,4,4,9,0,2,100.0,3
4.4,10,3,1,8.1,4,1,8.9,2,2,2,6,2,0,73.9,2
10.2,14,1,5,5.1,3,7,6.7,6,9,10,3,1,2,94.7,3
2.9,13,10,2,4.2,6,11,11.7,9,9,4,1,0,0,100.0,3
2.4,8,5,4,8.5,1,0,13.0,7,8,10,3,0,0,100.0,3
5.1,1,1,1,5.2,5,12,9.3,2,3,3,10,2,0,49.4,1
7.6,4,1,3,9.4,6,16,11.7,3,5,8,2,0,0,27.4,0
12.4,5,2,10,8.9,5,13,1.8,8,2,2,5,2,1,59.7,2
10.7,6,4,7,8.9,7,13,12.8,9,3,9,8,1,1,84.1,3
10.9,4,6,10,8.4,1,15,3.5,4,1,3,5,2,1,49.9,1
7.1,8,8,3,9.2,5,16,4.3,9,4,4,1,0,0,87.1,3
6.2,0,3,4,8.6,3,5,1.7,2,5,10,3,2,2,15.4,0
6.5,6,1,2,7.2,7,6,13.6,5,2,10,5,2,0,47.4,1
13.9,9,3,3,5.1,7,0,12.1,2,3,3,7,1,1,100.0,3
2.5,6,3,9,9.2,4,14,12.9,1,6,3,5,0,2,62.3,2
12.4,3,5,3,8.9,7,19,12.0,5,6,8,10,2,2,96.0,3
8.9,8,4,5,6.3,7,17,7.2,2,7,8,5,1,1,56.6,2
7.3,13,4,2,3.3,0,12,13.0,7,9,6,7,1,0,100.0,3
10.7,11,9,4,7.5,1,1,13.6,8,4,4,8,1,2,100.0,3
7.8,10,7,7,3.4,3,18,7.5,2,5,1,8,1,2,100.0,3
12.5,4,4,7,9.5,6,14,3.3,7,2,4,7,1,1,67.3,2
12.8,3,3,3,9.7,3,11,9.6,4,6,8,3,2,2,72.3,2
7.1,12,6,5,4.3,3,14,13.7,1,4,6,2,2,2,84.4,3
5.3,6,3,1,7.7,0,17,12.3,3,5,2,1,0,2,87.2,3
9.1,3,6,10,3.6,2,13,12.2,1,7,3,6,2,0,84.4,3
12.9,14,9,10,8.1,5,5,13.1,5,6,7,9,0,0,100.0,3
4.5,2,6,10,5.4,5,11,12.6,8,8,4,3,0,1,91.2,3
9.5,8,4,1,7.8,6,19,11.1,1,6,4,5,0,0,84.3,3
9.6,10,5,5,5.6,7,5,10.3,9,10,5,9,2,2,100.0,3
10.8,7,6,10,4.0,4,8,4.4,3,8,8,9,1,0,71.0,2
3.6,0,3,9,5.8,6,3,9.1,5,4,7,7,0,2,56.1,2
10.6,6,8,1,3.8,2,16,7.8,9,7,9,4,1,2,100.0,3
12.9,8,4,1,7.0,5,1,12.2,5,3,5,2,0,0,100.0,3
4.2,7,8,4,3.3,4,15,7.4,9,1,1,2,2,0,100.0,3
4.9,7,10,4,6.7,6,13,2.7,10,9,4,4,0,0,100.0,3
13.7,12,10,2,9.2,4,7,1.1,8,9,6,1,2,0,100.0,3
4.2,5,3,9,8.9,3,13,9.8,7,6,6,4,1,1,60.0,2
12.3,10,10,9,9.2,1,1,8.1,1,2,9,6,2,0,90.9,3
7.9,3,7,2,9.5,3,15,5.3,4,8,10,6,1,1,70.9,2
5.0,7,9,9,3.7,0,3,3.2,9,10,5,7,2,2,100.0,3
12.4,2,4,6,3.9,7,0,7.1,10,6,5,5,0,1,100.0,3
7.3,12,8,8,6.9,5,19,2.3,8,7,6,9,0,2,100.0,3
8.2,8,3,10,9.3,4,13,5.4,4,1,6,2,2,1,21.3,0
6.3,12,7,4,9.8,6,7,5.9,1,3,3,2,1,1,54.5,1
9.1,1,3,2,3.3,7,2,7.1,10,1,6,4,1,2,85.6,3
4.0,1,7,2,5.5,1,4,7.1,4,10,8,4,1,1,87.5,3
6.7,11,10,9,4.5,6,5,4.3,3,1,6,4,2,2,83.2,3
13.6,12,10,1,8.3,5,7,12.1,6,1,5,1,2,0,100.0,3
5.1,14,6,7,7.5,4,5,5.6,5,4,3,4,2,2,95.6,3
9.9,11,2,3,3.8,4,5,4.0,5,7,1,5,2,1,100.0,3
